permit_type,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,tcad_id,issued_date,calendar_year_issued,fiscal_year_issued,status_current,expires_date,completed_date,council_district,housing_units,number_of_floors,total_job_valuation,original_zip,jurisdiction,link,project_id,master_permit_num,contractor_company_name,contractor_phone,contractor_zip,applicant_organization,applicant_phone,certificate_of_occupancy,original_address_1
BP,2006-024695 BP,Residential,R- 101 Single Family Houses,New,No,10612 ROY BUTLER DR,New Two Story Res W/Att Garage Covered Patio & Porch  ( 4 Bathrooms 3/4 Meter),R455364,2006-07-24,2006,2006,Final,2007-09-19,2007-09-19,6,NA,2,"$600,000.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742736,742736,271222,Partners In Building LP,5122666701,77040,NA,NA,Yes,10612 ROY BUTLER DR
BP,2006-022621 BP,Residential,R- 101 Single Family Houses,New,No,2909 WATER BANK CV,Inground Swimming Pool And Spa W/Reqd Enclosure Device For Sf Res,0127150240,2006-07-14,2006,2006,Final,2017-02-07,2017-02-07,8,NA,NA,"$64,500.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735488,735488,272694,NA,5129304707,78669,NA,NA,No,2909 WATER BANK CV
BP,2006-001609 BP,Residential,R- 101 Single Family Houses,New,No,302 E 35TH ST,New One Story Two-Family Residential Ldc 25-2-774( 1 Bathroom 5/8  Meter) (Demolition# 06012927)),0217060414,2006-06-07,2006,2006,Final,2007-06-26,2007-06-26,9,NA,1,"$60,000.00",78705,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733028,733028,270680,Pilot Construction,5125877046,NA,NA,NA,No,302 E 35TH ST
BP,2006-029613 BP,Residential,R- 101 Single Family Houses,New,No,11812 Timber Heights Dr,New One Story Res W/Att Garage Covered Porch.,0247300260,2006-06-02,2006,2006,Final,2006-11-21,2006-11-21,1,NA,1,"$86,382.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739876,739876,269133,Morrison Homes,5123288866,78746,NA,NA,Yes,11812 TIMBER HEIGHTS DR
BP,2006-009994 BP,Residential,R- 101 Single Family Houses,New,No,7510 OLD BEE CAVES RD,Detached Acc Dwelling Relocated From Outside The City. Add covd front porch (12x20) extend house to rear (22x36). Add wrap around covd wood deck walkway.,0407470401,2006-06-02,2006,2006,Final,2008-12-19,2008-12-19,8,NA,NA,"$15,900.00",78735,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=727405,727405,250651,HDC Inc,5123013659,NA,HDC Inc,5123013659,Yes,7510 OLD BEE CAVES RD
BP,2006-026512 BP,Residential,R- 101 Single Family Houses,New,No,1921 Dry Season Trl,New Single Story W/Attached Garage Covered Patio And Covered Porch.,0245300606,2006-06-13,2006,2006,Final,2006-11-22,2006-11-22,1,NA,1,"$75,190.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732556,732556,270104,Morrison Homes,5123288866,78746,NA,NA,Yes,1921 DRY SEASON TRL
BP,2006-002521 BP,Residential,R- 101 Single Family Houses,New,No,10208 Anahuac Trl,New 1 Story Sf Res W/ Attached Garage Covered Porch Covered Patio & Brick Ledge.,0436090714,2006-06-19,2006,2006,Final,2006-12-08,2006-12-08,5,NA,1,"$79,240.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733484,733484,269775,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10208 ANAHUAC TRL
BP,2006-001644 BP,Residential,R- 101 Single Family Houses,New,No,7805 Crandall Rd,New Two Story Resd W/Att Garage Covered Porch & Covered Patio.,0424530207,2006-06-02,2006,2006,Final,2007-01-08,2007-01-08,8,NA,2,"$138,105.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733042,733042,269145,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,7805 CRANDALL RD
BP,2006-028019 BP,Residential,R- 101 Single Family Houses,New,No,10224 Anahuac Trl,New 2 Story Sf Res W/ Attatched Garage Covered Porch Covered Patio & Brick Ledge.,0436090718,2006-06-15,2006,2006,Final,2006-12-08,2006-12-08,5,NA,2,"$101,880.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736115,736115,269470,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10224 ANAHUAC TRL
BP,2006-028991 BP,Residential,R- 101 Single Family Houses,New,No,3621 Long Day Dr,New 2 Story Single Family Dwelling W/ Attached Garage; Covered Patio; Covered Porch,0239330114,2006-06-12,2006,2006,Final,2006-11-13,2006-11-13,1,NA,2,"$80,270.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=756059,756059,270235,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,3621 LONG DAY DR
BP,2006-020819 BP,Residential,R- 101 Single Family Houses,New,No,3816 Bronco Bend Loop,New 2 Story Single Family W/Attached Garage; Coverd Partio And Covered  Porch,0320181018,2006-06-08,2006,2006,Final,2006-11-21,2006-11-21,2,NA,2,"$87,106.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731811,731811,269190,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,3816 BRONCO BEND LOOP
BP,2006-016351 BP,Residential,R- 101 Single Family Houses,New,No,6401 Soter Pkwy,New Two Story Res W/Att Garage Covered Patio & Porch Balconies ( 2 1/2 Bathrooms 5/8 Meter),0105280208,2006-06-14,2006,2006,Final,2007-07-27,2007-07-27,8,NA,2,"$1,470,111.00",78735,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731606,731606,268873,Eppright Homes LLC,5123479959,78738,NA,NA,Yes,6401 SOTER PKWY
BP,2006-011972 BP,Residential,R- 101 Single Family Houses,New,No,13400 MONTVIEW DR,New Two Story Res W/Att Garage Covered Deck & Porch ( 2 1/2 Bathrooms 5/8 Meter) (Ldc 25-2-943 Substandard  Lot),0147500116,2006-07-07,2006,2006,Final,2007-09-14,2007-09-14,10,NA,2,"$200,000.00",78732,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734260,734260,272263,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,13400 MONTVIEW DR
BP,2006-020823 BP,Residential,R- 101 Single Family Houses,New,No,10305 Yellowstone Dr,New 2 Story Sf Res W/ Attached Garage Covered Porch Covered Patio & Brick Ledge.,0438091021,2006-06-19,2006,2006,Final,2006-12-21,2006-12-21,5,NA,2,"$104,240.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=744593,744593,269195,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10305 YELLOWSTONE DR
BP,2006-011963 BP,Residential,R- 101 Single Family Houses,New,No,13402 MONTVIEW DR,New Two Story Res W/Att Garage Covered Porch & Uncovered Patio ( 2  1/2 Bathrooms 5/8 Meter) (Ldc 25-2-943 Substandard Lot),0147500117,2006-07-07,2006,2006,Final,2007-12-17,2007-12-17,10,NA,2,"$200,000.00",78732,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734257,734257,272257,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,13402 MONTVIEW DR
BP,2006-007165 BP,Residential,R- 101 Single Family Houses,New,No,5702 Clementine Ln,New One Story Res W/Att Garage Covered Porch & Uncovered Patio  ( 2 Bathrooms 5/8 Meter) (S.M.A.R.T Housing Project),0320061919,2006-06-20,2006,2006,Final,2006-10-17,2006-10-17,2,NA,1,"$56,240.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733843,733843,271047,KB Home,5126518100,78750,NA,NA,Yes,5702 CLEMENTINE LN
BP,2006-021315 BP,Residential,R- 101 Single Family Houses,New,No,7449 Elk Pass Dr,(S.M.A.R.T. Housing) New 2 Story Sf Res.  W/Attached Garage W/Covered Porch  & Uncovd Patio,0318180518,2006-06-19,2006,2006,Final,2006-10-12,2006-10-12,2,NA,2,"$57,856.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732040,732040,269478,Nuhome Of Texas (use Lennar Homes),5123361637,78748,NA,NA,Yes,7449 ELK PASS DR
BP,2006-017221 BP,Residential,R- 101 Single Family Houses,New,No,10113 Big Thicket Dr,New 2 Story Sf Res W/ Attached Garage Covered Porch Uncovered Patio & Brick Ledge.,0436091121,2006-06-19,2006,2006,Final,2007-02-15,2007-02-15,5,NA,2,"$126,840.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734885,734885,269263,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10113 BIG THICKET DR
BP,2006-021101 BP,Residential,R- 101 Single Family Houses,New,No,12708 Paloma Blanca Way,New 1-Story Sf Res W/Attchd Garage/CovD Patio CovD Porch*Smart Housing**,0330400724,2006-06-14,2006,2006,Final,2007-06-12,2006-12-13,2,NA,1,"$90,990.00",78617,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731918,731918,269335,Centex Homes,5127950170,78727,NA,NA,Yes,12708 PALOMA BLANCA WAY
BP,2006-012052 BP,Residential,R- 101 Single Family Houses,New,No,2105 E 10TH ST,New Two Story Res (and finished habitable attic) W/Att Covered Porch ( 2 Bathrooms 5/8 Meter),0205100504,2006-07-06,2006,2006,Final,2008-08-28,2008-08-28,1,NA,2,"$28,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734298,734298,270477,NA,5124777537,78702,NA,NA,Yes,2105 E 10TH ST
BP,2006-026151 BP,Residential,R- 101 Single Family Houses,New,No,10129 Channel Island Dr,New Sf Residence W/ Attatched Garage Covered Porch Covered Patio & Brick Ledge.,0438090918,2006-06-13,2006,2006,Final,2006-12-06,2006-12-06,5,NA,1,"$75,400.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732387,732387,269889,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10129 CHANNEL ISLAND DR
BP,2006-002026 BP,Residential,R- 101 Single Family Houses,New,No,9202 Brandts Wood St,New Single Story Res W/Att Garage Covered Patio And Covered Porch.,0434070702,2006-06-08,2006,2006,Final,2006-11-07,2006-11-07,5,NA,1,"$64,070.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733199,733199,269193,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,9202 BRANDTS WOOD ST
BP,2006-016772 BP,Residential,R- 101 Single Family Houses,New,No,3801 Travis Country Cir,New Two Story Res W/Att Garage & Covered Porch ( 5 1/2 Bathrooms 3/4 Meter),0103250402,2006-06-19,2006,2006,Final,2007-04-12,2007-04-12,8,NA,2,"$385,000.00",78735,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734688,734688,268856,Durrett Interests Llc,5124723100,78703,NA,NA,Yes,3801 TRAVIS COUNTRY CIR
BP,2006-027037 BP,Residential,R- 101 Single Family Houses,New,No,401 Island Oak Dr,New Single Story Res W/Att Garage Covered Porch Uncovered Patio.,0434130306,2006-06-14,2006,2006,Final,2006-11-15,2006-11-15,5,NA,1,"$85,635.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732806,732806,270373,KB Home,5126518100,78750,NA,NA,Yes,401 ISLAND OAK DR
BP,2006-026762 BP,Residential,R- 101 Single Family Houses,New,No,10608 PLAINS TRL,(B/1-B/2) New Two Story Duplex W/Att Garage & Covered Porch & Stoop ( 4 & 2- 1/2 Bathrooms 3/4 Meter) (6 Bedrooms) ( Unit A & B) (1-B),0246160635,2006-06-27,2006,2006,Final,2007-07-25,2007-07-25,4,NA,2,"$150,000.00",78758,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732668,732668,270220,Emrobrai Homes,5128354932,78758,NA,NA,Yes,10608 PLAINS TRL
BP,2006-002544 BP,Residential,R- 101 Single Family Houses,New,No,5709 Bolm Rd,New Two Story Res Covered Porch Uncovered Patio.,0202190548,2006-06-16,2006,2006,Final,2006-12-14,2006-12-14,3,NA,2,"$100,000.00",78721,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733497,733497,270093,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,5709 BOLM RD
BP,2006-022071 BP,Residential,R- 101 Single Family Houses,New,No,11005 Long Summer Dr,New Single Story Residence W/Attached Garage;  Covered Patio And Covered Porch.,0239330303,2006-06-12,2006,2006,Final,2006-10-10,2006-10-10,1,NA,1,"$73,165.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735270,735270,269876,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,11005 LONG SUMMER DR
BP,2006-021974 BP,Residential,R- 101 Single Family Houses,New,No,8601 Cureton Cv,New 1 Story Residence W/Attached Garage Covered Porch & Uncovered Patio -S.M.A.R.T Housing,0336031612,2006-06-19,2006,2006,Final,2006-09-20,2006-09-20,2,NA,1,"$49,932.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732324,732324,269787,KB Home,5126518100,78750,NA,NA,Yes,8601 CURETON CV
BP,2006-020719 BP,Residential,R- 101 Single Family Houses,New,No,2112 Riverview St,New One-Story Home W/Attached Covered Porch **Smart Housing***,0200080608,2006-06-19,2006,2006,Final,2006-08-30,2006-08-30,3,NA,1,"$50,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731759,731759,269135,NA,NA,NA,NA,NA,Yes,2112 RIVERVIEW ST
BP,2006-020730 BP,Residential,R- 101 Single Family Houses,New,No,2017 Wayward Sun Dr,New Two Story Residence W/ Att Garage Covered Porch.,0245300904,2006-06-02,2006,2006,Final,2006-11-07,2006-11-07,1,NA,2,"$105,600.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731766,731766,269147,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,2017 WAYWARD SUN DR
BP,2006-021569 BP,Residential,R- 101 Single Family Houses,New,No,3817 Bronco Bend Loop,New Single Family W/Attached Garage Covered Porch And Covered Patio.,0320181119,2006-06-08,2006,2006,Final,2006-10-19,2006-10-19,2,NA,1,NA,78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732152,732152,269595,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,3817 BRONCO BEND LOOP
BP,2006-007141 BP,Residential,R- 101 Single Family Houses,New,No,6200 Roseborough Dr,Smart Housing - New 2-Story Residence With Attached Garage And Covered Front Porch,0334031941,2006-06-23,2006,2006,Final,2007-04-02,2006-10-04,2,NA,2,"$78,273.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733830,733830,269151,KB Home,5126518100,78750,NA,NA,Yes,6200 ROSEBOROUGH DR
BP,2006-022620 BP,Residential,R- 101 Single Family Houses,New,No,2805 Onslow Dr,New 2-Story Sf Residence W/Attached Garage And Covered Patio/Porch.,0434280611,2006-06-12,2006,2006,Final,2007-01-22,2007-01-22,8,NA,2,"$107,170.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735487,735487,270564,D R Horton Homes,5125331445,78750,NA,NA,Yes,2805 ONSLOW DR
BP,2006-012222 BP,Residential,R- 101 Single Family Houses,New,No,8412 Denali Pkwy Bldg 1,New 2 Sty Sf Residence W.Att Garage Cvd Porch-,NA,2006-07-07,2006,2006,Final,2007-03-29,2007-03-29,10,NA,2,"$400,000.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734381,734381,269885,"Harrington Custom Homes, INC.",5122002421,78750,NA,NA,Yes,8412 DENALI PKWY BLDG 1
BP,2006-020786 BP,Residential,R- 101 Single Family Houses,New,No,3820 Bronco Bend Loop,New One Story Single Family With Attached Garage; W/Covered Porch And Covered Patio.,0320181019,2006-06-08,2006,2006,Final,2006-11-21,2006-11-21,2,NA,1,"$79,996.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731800,731800,269180,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,3820 BRONCO BEND LOOP
BP,2006-002432 BP,Residential,R- 101 Single Family Houses,New,No,8108 Verbank Villa Dr,New 2-Stry Residence W/Attached Garaged; Covered Porch; Uncovered Patio (Smart Housing),0334032439,2006-06-19,2006,2006,Final,2006-09-21,2006-09-21,2,NA,2,"$79,920.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733439,733439,269102,KB Home,5126518100,78750,NA,NA,Yes,8108 VERBANK VILLA DR
BP,2006-021333 BP,Residential,R- 101 Single Family Houses,New,No,1805 O Callahan Dr,New Two Story Res W/Att Garage Covered Patio & Porch ( 2 1/2 Bathrooms 5/8  Meter)(S.Ma.R.T Housing),0440250606,2006-06-13,2006,2006,Final,2006-11-15,2006-11-15,5,NA,2,"$81,550.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732050,732050,269494,D R Horton Homes,5125331445,78750,NA,NA,Yes,1805 O CALLAHAN DR
BP,2006-003481 BP,Residential,R- 101 Single Family Houses,New,No,3824 Bronco Bend Loop,New 2 Story Single Family Dwelling W/ Attached Garage; Covered Patio And Covered Porch.,0320181020,2006-06-08,2006,2006,Final,2006-11-21,2006-11-21,2,NA,2,"$89,328.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755643,755643,269179,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,3824 BRONCO BEND LOOP
BP,2006-001407 BP,Residential,R- 101 Single Family Houses,New,No,11312 Wet Season Dr,New One Story Residence W/Attached Garage Covered Patio And Covered Porch.,0245300409,2006-06-12,2006,2006,Final,2006-11-07,2006-11-07,1,NA,1,"$103,895.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732959,732959,270572,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,11312 WET SEASON DR
BP,2006-026396 BP,Residential,R- 101 Single Family Houses,New,No,12400 Cielo Grande St,New 1-Story Res W/Attchd Garage/CovD Porch/UncovD Patio; Bc=1506sf/34.23%; Ic=1818sf/41.32% **Smart Housing**,0328400315,2006-06-14,2006,2006,Final,2007-05-20,2006-11-21,2,NA,1,"$67,990.00",78617,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732503,732503,270021,Centex Homes,5127950170,78727,NA,NA,Yes,12400 CIELO GRANDE ST
BP,2006-026009 BP,Residential,R- 101 Single Family Houses,New,No,9721 Morgan Creek Dr,New 2 Story Sf-Residence  W/ Attached Garage CovD Porch And Patio,R471174,2006-06-08,2006,2006,Final,2006-10-30,2006-10-30,6,NA,2,"$151,760.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732336,732336,269811,Ryland Homes,5123437009,78759,NA,NA,Yes,9721 MORGAN CREEK DR
BP,2006-002460 BP,Residential,R- 101 Single Family Houses,New,No,11804 Dave Silk Dr,New Two Story Res W/Att Garage Covered Patio & Porch ( 2 1/2 Bathrooms 5/8 Meter) (S.M.A.R.T Housing Project),0438252416,2006-06-13,2006,2006,Final,2006-11-20,2006-11-20,5,NA,2,"$83,545.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733453,733453,269491,D R Horton Homes,5125331445,78750,NA,NA,Yes,11804 DAVE SILK DR
BP,2006-017705 BP,Residential,R- 101 Single Family Houses,New,No,3022 E 12th St,New Two Story Res W/Att Garage Covered Porch & Uncovered Patio ( 2 1/2 Bathrooms 5/8 Meter),0210140529,2006-06-21,2006,2006,Final,2007-02-20,2007-02-20,1,NA,2,"$100,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735097,735097,270182,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,3022 E 12TH ST
BP,2006-026374 BP,Residential,R- 101 Single Family Houses,New,No,6321 Vida Nueva Ave,New Two Story Res W/Att Garage Covered Porch & Uncovered Patio (S.M.A.R.T. Housing),0330400540,2006-06-21,2006,2006,Final,2007-09-04,2006-12-11,2,NA,2,"$115,490.00",78617,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732491,732491,269998,Centex Homes,5127950170,78727,NA,NA,Yes,6321 VIDA NUEVA AVE
BP,2006-026516 BP,Residential,R- 101 Single Family Houses,New,No,13414 SHORE VISTA DR,New Two Story Res W/Att Garage Covered Patio & Covered Porch & Balcony ( 5 1/2 Bathroom 3/4 Meter),0129600109,2006-06-26,2006,2006,Final,2007-04-17,2007-04-17,10,NA,2,"$1,794,000.00",78732,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732559,732559,270110,"Summit Builders, Inc.",5122611234,NA,NA,NA,Yes,13414 SHORE VISTA DR
