project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country
10121 CURB STRAP DR,PB: New construction of 1 story SFR,2025-06-27,1,1,10121 CURB STRAP DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13538737,10121 CURB STRAP DRIVE,NA,Austin,Texas,United States
900 S 2ND ST BLDG 2,SUBCHPTR F 3 story SFR detached Condo,2025-02-25,1,3,900 S 2ND ST BLDG 2,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12870739,900 SOUTH 2ND STREET BLDG 2,NA,Austin,Texas,United States
4000 CLAWSON RD,New Townhomes Building 3 Unit A-D,2024-03-18,1,3,4000 CLAWSON RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13297810,4000 CLAWSON ROAD,NA,Austin,Texas,United States
1600 WHELESS LN,New 3 bedroom 21/2 bath 2 story single family house with attached garage. MAIN STRUCTURE,2020-03-04,1,2,1600 WHELESS LN,78723,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12325297,1600 WHELESS LANE,NA,Austin,Texas,United States
10136 MILLA CIR,New 2 story Contruction with att garage,2012-05-09,1,2,10136 MILLA CIR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10764018,10136 MILLA CIR,NA,Austin,Texas,United States
1903 E 17TH ST,New garage apartment.,2012-05-02,2,2,1903 E 17TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10758293,1903 EAST 17TH STREET,NA,Austin,Texas,United States
1209 JUSTIN LN,withdrawn refer to 2008-015626  3-20-08sbenavidez...New 2-story duplex (two-family) residence detached garage covered porch and patio uncovered balcony.,2007-04-19,2,2,1209 JUSTIN LN,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10019322,1209 JUSTIN LANE,NA,Austin,Texas,United States
12540 Campana Dr,New Sf Residence W/ Attached Garage  CovD Porch  CovD Patio (Smart Housing),2005-03-03,1,1,12540 CAMPANA DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=717477,12540 CAMPANA DRIVE,NA,Austin,Texas,United States
15996 N I 35 Svc Rd Sb Bldg 1,Modular** Model** Home On Existing Mobile Home Sales Lot,2005-08-11,NA,NA,15996 N IH 35 SVRD SB BLDG 1,78728,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=762521,15996 NORTH INTERSTATE 35 SVRD SB BLDG 1,NA,Austin,Texas,United States
2108 Tillery St,New Two Family Residential (Ldc 25-2774),2005-06-28,NA,NA,2108 TILLERY ST,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=721306,2108 TILLERY STREET,NA,Austin,Texas,United States
