"","project_name","description","clean_address","geocodio_latitude","geocodio_longitude"
"4377","1524 CORIANDER DR","New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*","1524 CORIANDER DRIVE",30.222611,-97.691949
"4378","1512 CORIANDER DR","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*","1512 CORIANDER DRIVE",30.222865,-97.69166
"4379","5821 Kempson Dr","New 2 Story Res W/ Att Garage And Cov Porch/Patio","5821 KEMPSON DRIVE",30.248738,-97.875553
"4380","1608 CORIANDER DR","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*","1608 CORIANDER DRIVE",30.222186,-97.692409
"4381","7924 Menler Dr","New Single Fam 1 Story Res W/ Att Garage And Cov Porch","7924 MENLER DRIVE",30.251433,-97.877675
"4382","5613 Colinton Ave","New 1-Story Sf Res Attached Garage Covered Porch.","5613 COLINTON AVE",30.373256,-97.613733
"4383","13216 Kenswick Dr","New Two Story Sf Res W/Attached Garage W/Covd Patio & Porch","13216 KENSWICK DRIVE",30.404299,-97.645393
"4384","5621 Colinton Ave","New 2-Story Sf Res Attached Garage Covered Porch And Patio.","5621 COLINTON AVE",30.373142,-97.613502
"4385","6413 Kedington St","New 1 Story Res W Att Garage And Cov Porch **Volume Builder/Smart Housing**","6413 KEDINGTON STREET",30.150277,-97.747951
"4386","9132 Ipswich Bay Dr","New 1 Story Res W Att Garage And Cov Porch ** Volume Builder/Smart Housing**","9132 IPSWICH BAY DRIVE",30.149283,-97.747692
"4387","8713 Alum Rock Dr","New 1 Story Single Fam Res W/Att Garage And Cov Porch **Smart Housing** **Model Home** Dcain","8713 ALUM ROCK DRIVE",30.155733,-97.744448
"4388","5609 Colinton Ave","New 1-Story Sf Res Attached Garage Covered Porch And Patio.","5609 COLINTON AVE",30.373309,-97.613853
"4389","5907 Clementine Ln","New 1 Story Single Family Res W/ Att Garage And Cov Porch **Smart Housing**","5907 CLEMENTINE LANE",30.196413,-97.727991
"4390","5648 COLINTON AVE","New 2-Story Sf Res Attached Garage Covered Porch.","5648 COLINTON AVE",30.373176,-97.61249
"4391","5605 COLINTON AVE","New 2-Story Sf Res Attached Garage Covered Porch And Patio.","5605 COLINTON AVE",30.373368,-97.613977
"4392","5640 Colinton Ave","New 1-Story Sf Res Attached Garage Covered Porch.","5640 COLINTON AVE",30.373294,-97.612727
"4393","8717 Alum Rock Dr","New 2 Story Single Fam Res W/ Att Garage And Covered Porch.  **Smart Housing** *Model Home** Dcain","8717 ALUM ROCK DRIVE",30.15575,-97.744639
"4394","5412 Agatha Cir","New Two Story Sf Res W/Breezeway Covd Patio & Porch - Smart Housing","5412 AGATHA CIR",30.285093,-97.648507
"4395","5448 Agatha Cir","New Two Story Sf Res W/Attached Carport W/Covd Patio Porch & Balcony - Smart Housing","5448 AGATHA CIR",30.285778,-97.647089
"4396","5324 Agatha Cir","New Two Story Sf Res W/ Attached Carport & Storage Saddle. **Smart Housing**","5324 AGATHA CIR",30.282883,-97.648569
"4397","11520 Church Canyon Dr","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.","11520 CHURCH CANYON DRIVE",30.362516,-97.637767
"4398","12112 Timber Heights Dr","New 1 Story S.F. Residence W/Attached Garage & CovD Porch.","12112 TIMBER HEIGHTS DRIVE",30.373259,-97.647843
"4399","7406 GENEVA DR","New 2-Story Duplex Res Detached Garages Covered Porches And Breezeway(1).","7406 GENEVA DRIVE",30.322954,-97.677819
"4400","11905 Lansdowne Rd","New 2 Story Residence W/Attached Garage CovD Patio & CovD Porch.","11905 LANSDOWNE ROAD",30.356808,-97.610537
"4401","12024 BRYONY DR","New 2 Story Sf Residence W/Attached Garage; Covered Patio And Porch Only**See Comments For New Bldg Fee**","12024 BRYONY DRIVE",30.187207,-97.922814
"4402","5604 Colinton Ave","New 2 Story Sf Residence W/Attached Garage; Covered Patio And Porch","5604 COLINTON AVE",30.373792,-97.613801
"4403","1528 Coriander Dr","New 2 Story S.F. Residence W/Attached Garage CovD Porch &  UncovD Patio. *S.M.A.R.T Housing*","1528 CORIANDER DRIVE",30.222527,-97.692038
"4404","2207 S 3rd St","New Two Family Residential (Ldc 25-2-774) ( 1 Bathrooms 5/8 Meter)

Expired permit replaced/resolved with new construction submitted under 12-126022 PR. PY.","2207 SOUTH 3RD STREET",30.244726,-97.760687
"4405","1628 Coriander Dr","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*","1628 CORIANDER DRIVE",30.22174,-97.692904
"4406","1516 Coriander Dr","New Two Story Sf Res W/Attached Garage W/Covd Porch & Uncovd Patio - Smart Housing","1516 CORIANDER DRIVE",30.222784,-97.691762
"4407","5368 Agatha Cir","New 2 Story Sf Res. Att Carport Wood Deck Covd Porch Covd Patio.  **Smart Housing**","5368 AGATHA CIR",30.284457,-97.648716
"4408","2204 Riverview St","New Two Story Sf Res With CovRd Porch Roof Deck W Exterior Wood Stairs (See 2011-072615 for repermit) **construction was never started due to funding now repermitting**","2204 RIVERVIEW STREET",30.250343,-97.722759
"4409","5640 Liberton Ln","New 1 Story Sf Residence W/Attached Garage; Covered Porch","5640 LIBERTON LANE",30.372587,-97.613059
"4410","12000 Pepperidge Dr","New 2 Story Sf Res. Att Garage Covd Porch Covd Patio.**Stratus Bank Bldg Fee Waived Only**","12000 PEPPERIDGE DRIVE",30.188544,-97.922972
"4411","1210 Cometa St","One Story Sf Res With Attached Garage And CovRd Patio CovRd Porch","1210 COMETA STREET",30.279368,-97.689996
"4412","1506 W 39th Half St","New Two-Story Sf Res W/Attached Basement-Garage W/Covd Porch.  Driveway ReqD.","1506 WEST 39TH HALF STREET",30.309865,-97.747149
"4413","5001 Woodrow Ave","New 2 Story Duplex W/Att Carport Covd Porch. (See 2011-072993)","5001 WOODROW AVE",30.320855,-97.737629
"4414","608 W Mary St","New 2-Story Sf Res Attached Garage Covered Porches.","608 WEST MARY STREET",30.247038,-97.757211
"4415","5644 Brougham Way","New 2 Story Res W/Att Garage And Covered Patio/Porch","5644 BROUGHAM WAY",30.372191,-97.614008
"4416","9201 Brodie Ln Bldg 1","New Multi-Family Residential Triplex W/Attached Garages","9201 BRODIE LANE BLDG 1",30.192088,-97.841886
"4417","12605 La Paz Ln","Withdrawn Per Applicant 12-20-06  Zoning Review By K. Batcher.","12605 LA PAZ LANE",30.166247,-97.627623
"4418","2206 Pennsylvania Ave","New Two Story Duplex With CovRd Porches.","2206 PENNSYLVANIA AVE",30.272483,-97.715932
"4419","5700 Colinton Ave","2 Story New Res W/ Att Garage And Covered Porch","5700 COLINTON AVE",30.373142,-97.612356
"4420","9201 Brodie Ln Bldg 3","New Multi-Family Residential Triplex W/Attached Garages","9201 BRODIE LANE BLDG 3",30.192088,-97.841886
"4421","5408 AURORA DR","New Two Story Two Family Duplex With Att Gar CovRd & UncovRd Porches Patios And Balconies","5408 AURORA DRIVE",30.324647,-97.732166
"4422","8009 LONG CANYON DR","**ref permit#2011-115873**New Detached One Storystudio ( 1 Bathroom 5/8 Meter)","8009 LONG CANYON DRIVE",30.373869,-97.80833
"4423","12504 Sky Harbor Dr","New One Story Sf Res W/Attached Garage W/Covd Patio & Porch - Smart Housing","12504 SKY HARBOR DRIVE",30.168632,-97.627666
"4424","8009 LONG CANYON DR","**ref permit#2011-115873**New Two Story Res W/Att Garage Covered Porch & Balcony ( 3 Bathrooms 5/8 Meter)","8009 LONG CANYON DRIVE",30.373869,-97.80833
"4425","10512 PREZIA DR","New 2-Story Sf Res Attached Garage Covered Patios","10512 PREZIA DRIVE",30.315314,-97.895477
"4426","1413 MILAGRO DR","New 2-Story Sf Res Attached Garage Covered Patios.","1413 MILAGRO DRIVE",30.316626,-97.899609
"4427","7622 Crackling Creek Dr","New Two Story Sf Res W/Attached Garage W/Covd Porch","7622 CRACKLING CREEK DRIVE",30.239574,-97.903206
"4428","5708 Colinton Ave","New One Story Sf Res W/Attached Garage W/Covd Patio & Porch","5708 COLINTON AVE",30.373005,-97.612077
"4429","7536 Bonniebrook Dr","New 2 Story Residence W/Attached Garage  CovD Patio CovD Porch Balcony & Concrete Deck.","7536 BONNIEBROOK DRIVE",30.248574,-97.875044
"4430","9201 Laguna Woods Dr","New Two Story Sf Res W/ Attached Garage Cov;D Patio & CovD Porch","9201 LAGUNA WOODS DRIVE",30.492183,-97.764837
"4431","12001 BRYONY DR","New 2-Story Sf Res Attached Garage Covered Porches.
**Stratus Bank**Bldg Fees Waived Only-Not Trades**","12001 BRYONY DRIVE",30.187814,-97.92178
"4432","2025 Wayward Sun Dr","New 2-Story Sf Res W/Attached Garage Covered Porch.","2025 WAYWARD SUN DRIVE",30.369822,-97.655412
"4433","5436 Agatha Cir","Two Story Sf Res W/ Attached Garage & Storage Saddle **Smart Housing** **Pipeline Restricted**","5436 AGATHA CIR",30.285601,-97.647534
"4434","5504 Agatha Cir","New 3 Story Sf Res. Covd Porch Roof Terrace. **Smart Housing**  **Pipeline Restricted**","5504 AGATHA CIR",30.286059,-97.646551
"4435","5620 Alomar Cv","New Two Story Sf Res W/Attached Garage W/Covd Porch & Uncovd Patio - Smart Housing","5620 ALOMAR CV",30.170851,-97.618583
"4436","5608 Colinton Ave","New Two Story Sf Res W/Attached Garage W/Covd Patio/Porch & Uncovd Patio","5608 COLINTON AVE",30.373739,-97.613679
"4437","5609 Agatha Cir","New Two Story Sf Res W/ Attached Garage Breezeway & CovD Porch. **Smart Housing**","5609 AGATHA CIR",30.286255,-97.644614
"4438","3915 Valley View Rd","New 2-Story Duplex Covered Porches And Patios Attached Carports","3915 VALLEY VIEW ROAD",30.232448,-97.783347
"4439","3913 Valley View Rd","New 2-Story Duplex Housing Unit Covered Porches And Patios Attached Carports","3913 VALLEY VIEW ROAD",30.232604,-97.783236
"4440","1604 CORIANDER DR","New Two Story Sf Res W/ Attached Garage CovD Patio & CovD Porch. **Smart Housing**","1604 CORIANDER DRIVE",30.222267,-97.692311
"4441","1100 Tillery St","Rebuild Existing Sf Residence  &  ( 2 Fam Res On Separate Pmt)","1100 TILLERY STREET",30.264398,-97.703213
"4442","513 EL PASO ST","New Two Story Sf Res With Attached Carport Ground Floor Storage And Covered Entry","513 EL PASO STREET",30.236194,-97.762452
"4443","7107 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge. **Smart Housing**","7107 THANNAS WAY",30.177387,-97.757295
"4444","7015 Thannas Way","New 2 Story Sf Res. Att Garage Covd Porch Brick Ledge. **Smart Housing**","7015 THANNAS WAY",30.177495,-97.756383
"4445","7101 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch. **Smart Housing**","7101 THANNAS WAY",30.177265,-97.756964
"4446","7104 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge. **Smart Housing**","7104 THANNAS WAY",30.177674,-97.757013
"4447","511 EL PASO ST","New Two Story Sf Res With Attached Garage & CovRd Porch And Ground Floor Storage","511 EL PASO STREET",30.236136,-97.762298
"4448","7109 Thannas Way","New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio * Smart Housing *","7109 THANNAS WAY",30.177441,-97.757418
"4449","7017 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch Unc Patio Brick Ledge. **Smart Housing**","7017 THANNAS WAY",30.177391,-97.756441
"4450","7108 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch. **Smart Housing**","7108 THANNAS WAY",30.17779,-97.757236
"4451","7019 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge.  **Smart Housing**","7019 THANNAS WAY",30.17728,-97.756479
"4452","6204 Seville Dr","**Smart Housing** New 2-Story Sf Res Attached Garage Covered Porch And Patio.","6204 SEVILLE DRIVE",30.293116,-97.642571
"4453","7106 Thannas Way","New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge. **Smart Housing**","7106 THANNAS WAY",30.177739,-97.757122
"4454","7112 Thannas Way","New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio ** Smart Housing **","7112 THANNAS WAY",30.177905,-97.757448
"4455","7113 Thannas Way","New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio. ** Smart Housing *","7113 THANNAS WAY",30.177512,-97.757652
"4456","7110 Thannas Way","New 2 Story Sf Residence W/Attached Garage; Covered Porch And Uncovered Patio ** Smart Housing *","7110 THANNAS WAY",30.17784,-97.757331
"4457","12417 Alcanza Dr","New Two-Story Sf Res Attached Garage Covered Porches And Patios.**Only Bldg Waived Not Trades**; Vegetative Filter Strip must be restored prior to CO.","12417 ALCANZA DRIVE",30.179787,-97.920421
"4458","1132 Brookswood Ave","New Manufactured Home W/Steps ( 2 Bathrooms 5/8 Meter)","1132 BROOKSWOOD AVE",30.266,-97.689094
"4459","2216 Haskell St","New One Story Res W/Att Covered Porch ( 2 Bathrooms 5/8 Meter) ( S.M.A.R.T Housing Project) (Demolition#06019699)","2216 HASKELL STREET",30.251018,-97.721637
"4460","2018 Bergman Ave","New One Story Res W/Att Covered Porch (Urban Home) ( 2 Bathrooms 5/8 Meter) ( S.Ma.R.T Housing) (Demolition#06008424)




0","2018 JESSE EAST SEGOVIA STREET",30.250131,-97.724998
"4461","6529 Quinton Dr","Cancel Permit**Smart Housing** New 2-Story Sf Res Attached Garage And Covered Porch.","6529 QUINTON DRIVE",30.153149,-97.743119
"4462","15500 Echo Hills Dr","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch & UncovD Patio.","15500 ECHO HILLS DRIVE",30.50231,-97.766676
"4463","5409 Rusk Ct","New Two-Story Sf Res W/Attached Garage And Covered Porch.  **Smart Housing**","5409 RUSK CT",30.292205,-97.667277
"4464","10500 Avery Club Dr Bldg 9","New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.","10500 AVERY CLUB DRIVE BLDG 9",30.502734,-97.772255
"4465","9100 Laguna Woods Dr","*Cancel Permit*New 2-Story Sf Res W/Attached Garage Covered Porch And Patio.","9100 LAGUNA WOODS DRIVE",30.492858,-97.766124
"4466","3100 PRADO ST","New Two-Story Sf Res W/Covered Front Porch.","3100 PRADO STREET",30.261034,-97.705548
"4467","5417 Rusk Ct","New 2-Story Single Family Home W/ Att Garage & Covered Patio
**refer to pmt# 2007-120844 for new const.**","5417 RUSK CT",30.292537,-97.667109
"4468","5412 Rusk Ct","New 1-Story Single Family Home W/ Att Garage & Covered Patio","5412 RUSK CT",30.292353,-97.667741
"4469","1102 Walton Ln","New Single Story Sf Res W/ Attached Garage Wood Deck Breezeway & CovD Porch.","1102 WALTON LANE",30.257911,-97.688813
"4470","5405 Rusk Ct","New 1-Story Single Family Home W/ Att Garage & Covered Patio & Uncovered Porch","5405 RUSK CT",30.292059,-97.667291
"4471","12313 Aralia Ridge Dr","New 1 Story Sf Residence W/Attached Garage; Covered Patio And Porch **Stratus Bank** Bldg Fees Only Waived - Not Trades *","12313 ARALIA RIDGE DRIVE",30.183205,-97.918499
"4472","5421 Rusk Ct","New 2-Story Single Family Home W/ Att Garage","5421 RUSK CT",30.292617,-97.667226
"4473","5413 Rusk Ct","New 2-Story Single Family Home W/ Att Garage Covered  Patio & Uncovered Porch","5413 RUSK CT",30.292383,-97.667143
"4474","5401 Rusk Ct","New 1-Story Single Family Home W/ Att Garage & Covered Patio & Porch","5401 RUSK CT",30.291914,-97.667325
"4475","5408 Rusk Ct","New 1 -Story Single Family Home W/ Att Garage & Without Covered Patio & Porch (See 2007-120878 for repermit)","5408 RUSK CT",30.292224,-97.667734
"4476","7417 Cayenne Ln","**Smart Housing** New 1-Story Sf Res W/Attached Garage Covered Porch.","7417 CAYENNE LANE",30.222147,-97.693001
"4477","5416 Rusk Ct","New 1-Story Single Family Home W/ Att Garage & Covered Patio & Uncovered Porch","5416 RUSK CT",30.292465,-97.667717
"4478","5644 Liberton Ln","New 1-Story Sf Res Attached Garage Covered Porch And Patio.","5644 LIBERTON LANE",30.372555,-97.61291
"4479","5400 Rusk Ct","New 1-Story Single Family Home W/ Att Garage & Covered Patio**Smart Housing**","5400 RUSK CT",30.291994,-97.667751
"4480","5404 Rusk Ct","New 1-Story Single Family Home W/ Att Garage**Smart Housing**","5404 RUSK CT",30.292102,-97.667748
"4481","1305 Cometa St","Detached Carport With Electricity","1305 COMETA STREET",30.280011,-97.689665
"4482","2114 Holly St","New Detached Garage W/Above Secondary Apartment","60 ROBERT T MARTINEZ JR STREET",30.252426,-97.722444
"4483","12021 Pepperidge Dr","New Two Storysf Res W/ Attached Garage & CovD Porch Media Rm. **Stratus Bank Bldg Waived Not Trades**.","12021 PEPPERIDGE DRIVE",30.187658,-97.922972
"4484","5804 Nijmegen Dr","***ref permit#2009-034191**New Two Story Sf Res W/Attached Garage & CovD Porch.  ** Smart Housing**","5804 NIJMEGEN DRIVE",30.168883,-97.618712
"4485","10500 Avery Club Dr Bldg 7","New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.","10500 AVERY CLUB DRIVE BLDG 7",30.502854,-97.772024
"4486","12524 Sky Harbor Dr","New 1 Story Sf Res. Att Garage Covd Patio Covd Porch. **Smart Housing**","12524 SKY HARBOR DRIVE",30.168329,-97.627051
"4487","5212 Hutchinson Dr","New 1 Story Sf Res. Att Garage Covd Patio Covd Porch. **Smart Housing**","5212 HUTCHINSON DRIVE",30.290175,-97.669377
"4488","8809 Fenton Dr","New Two-Story Sf Res W/Attached Garage Covered Porches And Patios. (See permit #08-002575)","8809 FENTON DRIVE",30.238398,-97.904986
"4489","10906 SPICEWOOD PKWY","New 2 Story Sf Res. Covd Patio.","10906 SPICEWOOD PKWY",30.43471,-97.800431
"4490","7517 Cayenne Ln","**Smart Housing** New 2-Story Sf Res W/Attached Garage Covered Porches And Patios.","7517 CAYENNE LANE",30.222976,-97.692103
"4491","7617 Cayenne Ln","New Single Story Sf Res W/ Attached Garage & CovD Porch. **Smart Housing**   **refer to pmt# 2011-106266**","7617 CAYENNE LANE",30.223652,-97.691385
"4492","7501 JABORANDI DR","New Two Story Sf Res W/ Attached Garage & CovD Porch
**Stratus Bank**Bldg Fee Only Waived**Not Trades**","7501 JABORANDI DRIVE",30.186658,-97.917096
"4493","503 Swanee Dr","New Two Story Duplex With On Site Parking Only CovRd Porches & Open Wood Decks","503 SWANEE DRIVE",30.334927,-97.715095
"4494","7413 CAYENNE LN","New Two Story Sf Res W/ Attached Garage CovD Patio & CovD Porch. **Smart Housing**","7413 CAYENNE LANE",30.222066,-97.693099
"4495","5441 Agatha Cir","New One-Story Sf Res W/Attached Carport. **Smart Housing**.","5441 AGATHA CIR",30.28539,-97.646854
"4496","5425 Agatha Cir","New One-Story Sf Res W/Attached Carport. **Smart Housing**","5425 AGATHA CIR",30.285091,-97.647455
"4497","3700 AGAPE LN","New 2 Story Sf Res. Att Garage Breezeway Covd Porch Covd Patio.","3700 AGAPE LANE",30.263139,-97.839932
"4498","9208 Laguna Woods Dr","New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.","9208 LAGUNA WOODS DRIVE",30.492714,-97.764513
"4499","7401 Cayenne Ln","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*","7401 CAYENNE LANE",30.221823,-97.693369
"4500","7421 Cayenne Ln","New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*","7421 CAYENNE LANE",30.222223,-97.692906
"4501","8020 Journeyville Dr","Withdrawn Per Builder/Alex Dadidakis Plantation Homes (Duplicate Application) New One Story Sf Res W/Attached Garage W/Covd Porch","8020 JOURNEYVILLE DRIVE",30.250822,-97.875935
"4502","2210 East Side Dr","VOID-permit expired applicant resubmitted new building permit refer to PR 08-019365 PR per MHH 5/14/08.  New 2 Story Sf Res Wd Decks CovD Patios & Porches & Storage Units.","2210 EAST SIDE DRIVE",30.238967,-97.748264
"4503","9913 Morgan Creek Dr","New Two-Story Sf Res W/Attached Garage Covered Patios And Porches.","9913 MORGAN CREEK DRIVE",30.493597,-97.764804
"4504","7529 Cayenne Ln","New 1 Story S.F. Residence W/Attached Garage  CovD Porch & UncovD Patio.  *S.M.A.R.T Housing*","7529 CAYENNE LANE",30.223228,-97.691833
"4505","7533 Cayenne Ln","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*","7533 CAYENNE LANE",30.223301,-97.691729
"4506","1036 LIBERTY PARK DR BLDG 45","New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.","1036 LIBERTY PARK DRIVE BLDG 45",30.268308,-97.789566
"4507","7525 Cayenne Ln","New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*","7525 CAYENNE LANE",30.223142,-97.691921
"4508","1036 LIBERTY PARK DR BLDG 44","New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.","1036 LIBERTY PARK DRIVE BLDG 44",30.268308,-97.789566
"4509","7605 Cayenne Ln","New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*","7605 CAYENNE LANE",30.223462,-97.691573
"4510","11801 Buzz Schneider Ln","New Single Story Sf Res W/ Attached Garage & CovD Porch","11801 BUZZ SCHNEIDER LANE",30.148904,-97.838143
"4511","5621 Brougham Way","New 1 Story Sf Res. Att Garage Covd Patio Covd Porch.","5621 BROUGHAM WAY",30.372085,-97.614819
"4512","12317 Aralia Ridge Dr","New 2 Story Sf Res. Att Garage Covd Patio Covd Porch. **Stratus Bank** Only Bldg Waived Not Trades**","12317 ARALIA RIDGE DRIVE",30.18309,-97.918344
"4513","1109 Clermont Ave Unit B","Voided - never bulit per recent survey dated 10/03/14 PY.
Detached 1sty Garage And 2nd Stry Apt To Existing Sf Residence Ldc-25-2-1463(Secondary Apt)","1109 CLERMONT AVE UNIT B",30.254246,-97.735548
"4514","7509 Cayenne Ln","New One Story Sf Res With Attached Garage Covered Patio Covered Porch  Smart Housing","7509 CAYENNE LANE",30.222803,-97.69228
"4515","1228 Anise Dr","New One Story Sf Res With Attached Garage Covered Patio Covered Porch   Smart Housing","1228 ANISE DRIVE",30.224911,-97.691448
"4516","1209 Anise Dr","New 1 Story S.F. Residence W/Attached Garage & CovD Porch. *S.M.A.R.T Housing*","1209 ANISE DRIVE",30.224509,-97.69089
"4517","12216 Alcanza Dr","New 1 Story Sf Res. Att Garage Covd Patio Covd Porch**Bldg Fee Onlywaived**","12216 ALCANZA DRIVE",30.182726,-97.921891
"4518","1036 Liberty Park Dr Bldg 15","New 2 Story Sf Res. Att Garage Covd Porch Covd Patio.","1036 LIBERTY PARK DRIVE BLDG 15",30.268308,-97.789566
"4519","5920 Bold Ruler Way","New Two Story Sf Res W/ Attached Garage Breezeway CovD Patio CovD Porch & Balcony","5920 BOLD RULER WAY",30.321825,-97.811444
"4520","7105 TANAQUA LN","New Two Story Sf Res W/Att Garage Breezeway & CovRd Patio","7105 TANAQUA LANE",30.189242,-97.901315
"4521","7508 CAYENNE LN","New Two Story Sf Res With Attached Garage Covered Patio Covered Porch    Smart Housing","7508 CAYENNE LANE",30.223109,-97.692656
"4522","1903 W 36TH ST","New Two Story Sf Res With Attached Garage CovRd Porch & Balcony","1903 WEST 36TH STREET",30.309409,-97.754703
"4523","7521 Cayenne Ln","New Two Story Sf Res With Attached Garage Covered Patio Covered Porch  Smart Housing","7521 CAYENNE LANE",30.223063,-97.692003
"4524","7412 Wisteria Valley Dr","New 2-Sty Hm W/Att Garage W/ CovD Porch**Stratus Bank Bldg. Fee Waived Not Trades***","7412 WISTERIA VALLEY DRIVE",30.185978,-97.917607
"4525","1225 Anise Dr","New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*","1225 ANISE DRIVE",30.224496,-97.691509
"4526","8629 Toro Creek Cv","New Two Story Sf Reswith Basement  W/Attach Garage Wood Decks CovRd Porch Balconies And Storage In Basement","8629 TORO CREEK CV",30.422317,-97.791305
"4527","11708 Cherisse Dr","New 2sty Sf Residence W/Att Garage/Bldg. Waived Not Trades***Stratus Bldg. Fee Waived Not Trades**","11708 CHERISSE DRIVE",30.189414,-97.921174
"4528","7425 Jaborandi Dr","**Cancel Bldg Perm**New 2 Story Sf Res. Att Garage Covd Patio Covd Porch**Stratus Bank Bldg. Waived Not Trades***","7425 JABORANDI DRIVE",30.18676,-97.917319
"4529","7529 Jaborandi Dr","New 2-Story Sf Res W/ Attached  Garage CovD Patio & CovD Porch.*Stratus Bank Bldg. Waived Not Trades**","7529 JABORANDI DRIVE",30.185356,-97.916667
"4530","5301 Sendero Hills Pkwy","New 1 Story Sf Res. Att Carport Covd Patio. **Smart Housing**","5301 SENDERO HILLS PKWY",30.282351,-97.647179
"4531","7904 Levata Dr","New 2 Story Sf Res. Att Garage Covd Patio Covd Porch. **Bldg Fee Only Waived**","7904 LEVATA DRIVE",30.188462,-97.921862
"4532","6825 Via Correto Dr","New 2 Story Sf Res. Att Garage Covd Porch.","6825 VIA CORRETO DRIVE",30.215206,-97.883855
"4533","12004 Pepperidge Dr","New 2 Story Sf Res. Att Garage Covd Porch. **Bldg Fee Only Waived**. Duplicate Permit Withdrawn Per Applicant. Mhh 12/1/06.","12004 PEPPERIDGE DRIVE",30.188442,-97.923146
"4534","7420 Jaborandi Dr","New 2-Story Single Family Home W/ Attached Garage & CovD Porch/Stratus Bank Bldg. Fee Waived Not Trades****Greenbelt/Critical Environmental Feature must be restored and fees paid prior to CO - AW.","7420 JABORANDI DRIVE",30.186403,-97.917757
"4535","15605 Interlachen Dr","New Two-Story Sf Res W/Attached Garage Covered Porch. Dw And Sw ReqD.","15605 INTERLACHEN DRIVE",30.498381,-97.770952
"4536","9721 Spanish Wells Dr","New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.","9721 SPANISH WELLS DRIVE",30.492315,-97.766944
"4537","15301 INTERLACHEN DR","New Two-Story Sf Res W/Attached Garage Covered Porches And Patios. Dw And Sw ReqD.","15301 INTERLACHEN DRIVE",30.498264,-97.769894
"4538","3408 Caladium Cir","New 2 Story Sf Res. Att Garage Covd Patio.","3408 CALADIUM CIR",30.174025,-97.854315
"4539","10612 Camillia Blossom Ln","*Cancel Permit New 2 Story Sf Res. Att Garagecovd Patio Covd Porch.","10612 CAMILLIA BLOSSOM LANE",30.174047,-97.853926
"4540","909 W Elizabeth St","Demolish & Rebuild New Two Story Residence W/Detached Garage Wood Deck (Demolition #: 06019402 Hdp-06-0459)","909 WEST ELIZABETH STREET",30.252424,-97.75862
"4541","11000 ANDERSON MILL RD BLDG W2 UNIT 97","New 2 Sty Condo W.Att Garage Cvd Porch-Patio","11000 ANDERSON MILL ROAD BLDG W2 UNIT 97",30.449466,-97.815434
"4542","7117 Cromarty Cv","New 1 Story Sf Res. Att Garage Covd Porch.","7117 CROMARTY CV",30.357199,-97.608683
"4543","300 Camperdown Elm Dr","New 1 Story Sf Res. Att Garage Covd Porch.","300 CAMPERDOWN ELM DRIVE",30.155472,-97.802967
"4544","5237 Sendero Hills Pkwy","New 3 Story Sf Res. Att Carport Wood Deck Breezeway Covd Porch Roof Terrace. **Smart Housing**","5237 SENDERO HILLS PKWY",30.282101,-97.647331
"4545","13306 Montview Dr","New Two Story Res W/Att Garage Covered Porch ( 2 & 1/2 Bathrooms 5/8 Meter)","13306 MONTVIEW DRIVE",30.380657,-97.903238
"4546","1605 Nash Ave","New 2-Sty Sf Res W/Att Garage W/ Covd Porch Covd Balcony & Uncovd Wood Deck","1605 NASH AVE",30.252192,-97.768925
